0.312243	0.58034	0	0	0	0.312243	0.58034	0.6	0.6	5.19994	0	0.00691132	5.19994	0	0	6.95323e-310

0.735164	0.629297	7.20802	3.15364e-17	4.36739e-17	0.862916	0.534212	0.859997	0.600045	5.19975	0.000345566	0.0138215	5.19975	0.00179686	0	74.5692

1.1605	0.494931	7.21112	-0.12716	-0.0118503	1.17385	0.481073	1.11998	0.600225	5.19943	0.00103664	0.0207296	5.19943	0.00538996	0.220802	74.5692

1.25794	0.533115	7.19617	0.122478	0.0305578	0.969149	0.397513	1.37996	0.600629	5.19899	0.00207312	0.0276344	5.19898	0.0107781	0.220802	1.82524

1.6159	0.595344	7.2098	0.161386	0.046208	1.65063	0.62469	1.6399	0.601347	5.19842	0.00345484	0.0345348	5.19839	0.0179597	0.167019	1.82524

1.85114	0.562095	6.00245	0.0262252	-0.229863	1.62331	0.499091	1.89982	0.60247	5.19773	0.00518158	0.0414297	5.19766	0.0269323	0.167019	7.59957

2.16269	0.591585	6.00224	0.0408809	-0.174633	2.18882	0.648739	2.1597	0.604086	5.19691	0.00725307	0.0483182	5.19678	0.0376932	0.252457	7.59957

2.37848	0.637799	5.59008	0.0583883	-0.324163	1.96701	0.557117	2.41954	0.606284	5.19597	0.00966898	0.0551989	5.19573	0.0502389	0.252457	6.11916

2.65522	0.655265	5.58798	0.0474116	-0.304546	2.65526	0.66598	2.67932	0.609155	5.19491	0.0124289	0.062071	5.1945	0.0645654	0.00700907	6.11916

2.92166	0.649102	5.52126	0.000749976	-0.452382	2.92034	0.645898	2.93904	0.612786	5.19372	0.0155325	0.0689333	5.19309	0.080668	0.00700907	0.369134

3.15702	0.645221	5.47658	-0.0124184	-0.42013	3.01222	0.637046	3.19869	0.617267	5.19241	0.0189791	0.0757847	5.19147	0.0985415	1.17863	0.369134

3.44282	0.541269	5.51149	-0.161231	-0.836747	3.56096	0.485311	3.45825	0.622685	5.19097	0.0227684	0.0826241	5.18963	0.11818	1.17863	1.3032

3.74607	0.428761	5.58222	-0.281407	-1.06471	3.89365	0.311793	3.71772	0.62913	5.18942	0.0268996	0.0894504	5.18754	0.139576	2.12948	1.3032

4.02651	0.51331	5.54561	-0.143697	-0.540017	4.19786	0.698311	3.97708	0.636689	5.18775	0.0313721	0.0962627	5.18519	0.162724	2.12948	4.11381

4.3002	0.505612	5.52595	-0.136522	-0.457229	4.30935	0.578564	4.23632	0.645449	5.18595	0.0361852	0.10306	5.18256	0.187614	0.356999	4.11381

4.56001	0.543353	5.42954	-0.0938704	-0.314463	4.61908	0.68951	4.49542	0.655498	5.18405	0.0413382	0.10984	5.17962	0.214238	0.356999	1.97493

4.74736	0.651716	5.25315	0.00850138	-0.0675334	4.35143	0.899174	4.75437	0.666921	5.18202	0.0468302	0.116604	5.17634	0.242587	12.618	1.97493

4.99891	0.650959	5.17465	0.000809678	-0.0764282	5.20901	0.66599	5.01315	0.679804	5.17988	0.0526604	0.123349	5.1727	0.272649	12.618	1.65221

5.29876	0.646802	5.23264	-0.00747863	-0.0847974	5.51894	0.648233	5.27175	0.694234	5.17763	0.0588279	0.130074	5.16867	0.304413	2.56669	1.65221

5.55738	0.653727	5.27105	-0.00272355	-0.0680643	5.22834	0.639362	5.53013	0.710295	5.17526	0.0653316	0.136779	5.16422	0.337868	2.56669	1.7993

5.85108	0.66933	5.31001	0.00460358	-0.050419	6.022	0.708619	5.78828	0.728072	5.17278	0.0721706	0.143463	5.15932	0.372999	1.63217	1.7993

6.09302	0.5963	5.2269	-0.0485291	-0.132044	5.89392	0.373584	6.04618	0.747647	5.1702	0.0793437	0.150124	5.15393	0.409793	1.63217	3.5697

